,INSEE_COM,NOM_COMMUNE,SIREN_EPCI,TacheUrb2014,Nb_Permis,Part_Permis_annules,Part_Demandeurs_MEME_COMMUN,Part_Demandeurs_MEME_EPCI,Part_Demandeurs_MEME_DEP,Part_Demandeurs_BRETAGNE,Part_Demandeurs_Ouest,Part_Demandeurs_LOINTAINS,Nouveaux_Logements,Resid_secondaire,Surface_terrains,Surface_Logements,Surface_Locaux,Surface_hotels,Surface_bureaux,Surface_commerces,Surface_artisanat,Surface_industrie,Surface_bat_agricoles,Surface_entrepots,Surface_services_publics
443,29256,Saint-Nic,200067247,extérieur,7,0.0,71.0,71.0,86.0,86.0,86.0,14.0,3,1,104915.0,321.0,3091.0,0,42,0,0,0,2950,99,0
444,29256,Saint-Nic,200067247,intérieur,21,5.0,14.0,33.0,71.0,76.0,76.0,24.0,18,7,17270.0,2113.0,60.0,0,0,0,0,0,0,50,10
445,29257,Saint-Pabu,242900553,extérieur,48,2.0,25.0,50.0,88.0,90.0,90.0,10.0,44,1,121909.0,4471.0,759.0,0,105,0,0,0,200,342,112
446,29257,Saint-Pabu,242900553,intérieur,118,3.0,33.0,53.0,88.0,91.0,92.0,8.0,118,7,154396.0,13271.0,1571.0,0,0,0,330,0,0,0,1241
447,29259,Saint-Pol-de-Léon,200067072,extérieur,172,3.0,34.0,63.0,82.0,85.0,86.0,14.0,254,15,324283.0,24233.0,66902.0,0,313,3333,1664,0,47444,2399,11361
448,29259,Saint-Pol-de-Léon,200067072,intérieur,174,3.0,39.0,69.0,87.0,91.0,91.0,9.0,237,6,608697.0,22976.0,28260.0,146,1014,12711,293,0,4990,7290,1816
449,29265,Sainte-Sève,242900835,extérieur,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,18160.0,0.0,1300.0,0,0,0,0,0,1300,0,0
450,29266,Saint-Thégonnec Loc-Eguiner,242900835,extérieur,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,13459.0,0.0,743.0,0,0,0,0,0,743,0,0
451,29268,Saint-Thonan,242900801,extérieur,2,0.0,50.0,50.0,100.0,100.0,100.0,0.0,1,0,1239.0,104.0,106.0,0,0,0,0,0,106,0,0
452,29268,Saint-Thonan,242900801,intérieur,2,0.0,100.0,100.0,100.0,100.0,100.0,0.0,1,0,3186.0,133.0,136.0,0,0,0,136,0,0,0,0
453,29270,Saint-Urbain,242900801,extérieur,5,0.0,40.0,80.0,100.0,100.0,100.0,0.0,4,0,10248.0,506.0,747.0,0,0,0,0,0,747,0,0
454,29270,Saint-Urbain,242900801,intérieur,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,1,0,833.0,145.0,0.0,0,0,0,0,0,0,0,0
455,29272,Saint-Yvi,242900769,extérieur,6,0.0,67.0,83.0,83.0,83.0,83.0,17.0,1,0,81658.0,124.0,2579.0,0,0,0,0,0,2579,0,0
456,29273,Santec,200067072,extérieur,87,5.0,40.0,67.0,85.0,97.0,97.0,3.0,82,13,40026.0,9275.0,904.0,0,0,5,0,0,780,0,119
457,29273,Santec,200067072,intérieur,241,4.0,36.0,59.0,82.0,90.0,90.0,10.0,251,54,139763.0,29252.0,1493.0,0,0,0,155,0,992,118,228
458,29276,Sibiril,200067072,extérieur,20,5.0,55.0,75.0,95.0,95.0,95.0,5.0,14,2,95987.0,1676.0,110099.0,0,0,0,0,0,110099,0,0
459,29276,Sibiril,200067072,intérieur,38,5.0,32.0,45.0,87.0,89.0,89.0,11.0,42,5,33691.0,4688.0,790.0,0,0,0,0,0,564,226,0
460,29279,Taulé,242900835,extérieur,34,3.0,53.0,88.0,97.0,97.0,97.0,3.0,30,0,425121.0,2949.0,16408.0,0,20,0,1334,9,14905,0,140
461,29279,Taulé,242900835,intérieur,58,9.0,64.0,86.0,97.0,98.0,98.0,2.0,40,1,195393.0,5167.0,16124.0,0,86,122,3461,60,12198,0,111
462,29280,Telgruc-sur-Mer,200066868,extérieur,75,5.0,21.0,51.0,79.0,85.0,85.0,15.0,75,12,356735.0,8931.0,5204.0,0,0,2465,0,0,2678,50,11
463,29280,Telgruc-sur-Mer,200066868,intérieur,97,4.0,28.0,48.0,77.0,85.0,85.0,15.0,95,22,424262.0,10799.0,4805.0,0,0,0,138,0,3962,705,0
464,29282,Trébabu,242900074,extérieur,22,5.0,5.0,59.0,95.0,95.0,95.0,5.0,24,0,34658.0,2616.0,456.0,0,0,0,0,0,456,0,0
465,29284,Treffiagat,242900702,extérieur,42,0.0,17.0,48.0,74.0,76.0,76.0,24.0,50,4,84988.0,6342.0,4427.0,0,365,0,625,2158,0,1279,0
466,29284,Treffiagat,242900702,intérieur,97,3.0,21.0,55.0,74.0,84.0,86.0,14.0,131,16,159371.0,12430.0,749.0,193,0,0,150,0,183,0,223
467,29285,Tréflaouénan,200067072,extérieur,1,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0,60604.0,0.0,25650.0,0,0,0,0,0,25650,0,0
468,29287,Tréflez,200067072,extérieur,74,7.0,32.0,42.0,58.0,64.0,64.0,36.0,65,28,321044.0,8550.0,14104.0,0,30,0,0,0,14074,0,0
469,29287,Tréflez,200067072,intérieur,23,13.0,35.0,57.0,78.0,78.0,87.0,13.0,20,4,99068.0,2262.0,553.0,0,0,0,0,0,328,225,0
470,29289,Trégarvan,200067247,extérieur,2,0.0,50.0,50.0,50.0,50.0,50.0,50.0,0,0,25377.0,0.0,1718.0,0,0,0,0,8,1710,0,0
471,29289,Trégarvan,200067247,intérieur,3,33.0,67.0,67.0,100.0,100.0,100.0,0.0,3,0,0.0,359.0,48.0,0,0,0,0,0,0,48,0
472,29290,Tréglonou,242900553,extérieur,32,0.0,6.0,56.0,94.0,97.0,100.0,0.0,31,1,39767.0,3563.0,3.0,0,0,0,0,0,0,0,3
473,29290,Tréglonou,242900553,intérieur,17,0.0,35.0,65.0,100.0,100.0,100.0,0.0,15,0,47823.0,1787.0,614.0,0,0,0,0,0,0,19,595
474,29292,Tréguennec,242900702,extérieur,10,10.0,40.0,70.0,80.0,80.0,80.0,20.0,10,2,25134.0,1090.0,0.0,0,0,0,0,0,0,0,0
475,29292,Tréguennec,242900702,intérieur,14,7.0,14.0,43.0,86.0,86.0,93.0,7.0,13,0,11312.0,1292.0,40.0,0,20,0,0,0,0,0,0
476,29293,Trégunc,242900769,extérieur,135,3.0,30.0,56.0,79.0,91.0,93.0,7.0,172,11,479704.0,18474.0,12220.0,0,0,550,0,5954,4996,720,0
477,29293,Trégunc,242900769,intérieur,230,8.0,40.0,57.0,77.0,89.0,90.0,10.0,312,22,384102.0,35691.0,4354.0,340,834,1522,0,0,103,833,193
478,29296,Tréméoc,242900702,extérieur,107,4.0,7.0,57.0,95.0,96.0,96.0,4.0,104,2,322651.0,11085.0,641.0,0,83,0,0,0,407,0,151
479,29296,Tréméoc,242900702,intérieur,37,5.0,35.0,59.0,92.0,92.0,92.0,8.0,36,0,235829.0,4164.0,2024.0,0,0,0,0,0,1800,138,0
480,29298,Tréogat,242900710,extérieur,7,0.0,43.0,86.0,100.0,100.0,100.0,0.0,5,0,36894.0,627.0,633.0,0,0,0,0,0,0,0,633
481,29298,Tréogat,242900710,intérieur,14,0.0,36.0,57.0,100.0,100.0,100.0,0.0,13,0,47964.0,1342.0,1169.0,0,0,0,0,0,1169,0,0
482,35049,Cancale,243500782,extérieur,161,1.0,41.0,51.0,83.0,88.0,94.0,6.0,251,21,202130.0,22303.0,12016.0,77,415,1261,4987,379,2426,1739,718
483,35049,Cancale,243500782,intérieur,286,5.0,44.0,53.0,83.0,85.0,90.0,10.0,647,29,365090.0,62334.0,17134.0,209,1252,1598,198,6517,2960,2170,1606
484,35070,Châteauneuf-d'Ille-et-Vilaine,243500782,extérieur,5,0.0,20.0,60.0,80.0,100.0,100.0,0.0,36,0,39965.0,2651.0,462.0,0,462,0,0,0,0,0,0
485,35070,Châteauneuf-d'Ille-et-Vilaine,243500782,intérieur,41,2.0,27.0,71.0,93.0,93.0,95.0,5.0,210,0,225174.0,19359.0,1966.0,0,470,388,0,0,0,0,342
486,35078,Cherrueix,200070670,extérieur,21,0.0,52.0,52.0,86.0,86.0,86.0,14.0,15,0,114364.0,1791.0,2052.0,0,142,0,0,0,1768,0,0
487,35078,Cherrueix,200070670,intérieur,60,3.0,8.0,25.0,62.0,67.0,73.0,27.0,65,6,50791.0,7569.0,1600.0,0,371,0,0,0,828,10,20
488,35093,Dinard,243500725,extérieur,7,14.0,29.0,29.0,71.0,71.0,71.0,29.0,54,0,9300.0,3769.0,0.0,0,0,0,0,0,0,0,0
489,35093,Dinard,243500725,intérieur,101,4.0,33.0,44.0,73.0,85.0,86.0,14.0,466,6,88139.0,38705.0,170.0,0,0,0,0,0,0,0,0
490,35093,Dinard,243500725,extérieur,75,4.0,24.0,24.0,75.0,84.0,93.0,7.0,171,34,141704.0,16148.0,836.0,0,0,97,0,0,421,10,211
491,35093,Dinard,243500725,intérieur,241,13.0,34.0,47.0,80.0,86.0,89.0,11.0,727,26,587954.0,67976.0,18798.0,24,1008,2509,246,3351,94,6880,4326
492,35116,La Fresnais,243500782,extérieur,97,6.0,21.0,61.0,82.0,82.0,94.0,6.0,103,3,69442.0,11026.0,0.0,0,0,0,0,0,0,0,0
493,35116,La Fresnais,243500782,intérieur,38,5.0,39.0,74.0,89.0,92.0,95.0,5.0,43,2,30742.0,5231.0,0.0,0,0,0,0,0,0,0,0
494,35116,La Fresnais,243500782,extérieur,8,0.0,25.0,38.0,88.0,100.0,100.0,0.0,1,0,69715.0,139.0,2326.0,0,0,213,914,12,1179,0,8
495,35116,La Fresnais,243500782,intérieur,6,17.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,31941.0,0.0,1892.0,0,111,89,65,0,1431,196,0
496,35122,La Gouesnière,243500782,extérieur,108,2.0,19.0,62.0,93.0,95.0,97.0,3.0,109,14,35833.0,11214.0,154.0,0,0,0,0,0,0,0,0
497,35122,La Gouesnière,243500782,intérieur,51,6.0,31.0,73.0,100.0,100.0,100.0,0.0,70,5,32107.0,7587.0,330.0,0,0,0,0,0,0,0,0
498,35122,La Gouesnière,243500782,extérieur,24,0.0,33.0,54.0,96.0,96.0,96.0,4.0,0,0,158777.0,116.0,16549.0,0,1276,244,2324,0,3319,7095,2291
499,35122,La Gouesnière,243500782,intérieur,7,0.0,14.0,71.0,100.0,100.0,100.0,0.0,0,0,6181.0,205.0,989.0,0,0,145,0,0,57,448,339
500,35132,Hirel,243500782,extérieur,15,7.0,47.0,73.0,87.0,93.0,93.0,7.0,21,3,13269.0,2214.0,0.0,0,0,0,0,0,0,0,0
501,35132,Hirel,243500782,intérieur,31,3.0,19.0,42.0,87.0,90.0,90.0,10.0,32,1,8579.0,3656.0,0.0,0,0,0,0,0,0,0,0
502,35132,Hirel,243500782,extérieur,6,0.0,50.0,67.0,83.0,83.0,83.0,17.0,3,0,42559.0,311.0,2078.0,0,0,0,0,0,1468,0,610
503,35132,Hirel,243500782,intérieur,3,0.0,33.0,33.0,100.0,100.0,100.0,0.0,1,0,969.0,149.0,153.0,0,0,23,0,0,0,130,0
504,35153,Lillemer,243500782,extérieur,33,3.0,18.0,82.0,91.0,94.0,100.0,0.0,33,2,22157.0,3506.0,61.0,0,0,0,0,0,0,0,0
505,35153,Lillemer,243500782,intérieur,5,0.0,0.0,20.0,80.0,100.0,100.0,0.0,6,0,4369.0,615.0,0.0,0,0,0,0,0,0,0,0
506,35153,Lillemer,243500782,extérieur,3,33.0,33.0,100.0,100.0,100.0,100.0,0.0,0,0,62867.0,53.0,854.0,0,0,0,61,0,646,147,0
507,35179,Miniac-Morvan,243500782,extérieur,160,5.0,22.0,49.0,89.0,96.0,98.0,2.0,184,10,85241.0,18155.0,0.0,0,0,0,0,0,0,0,0
508,35179,Miniac-Morvan,243500782,intérieur,83,4.0,29.0,67.0,95.0,98.0,98.0,2.0,116,4,71756.0,12371.0,0.0,0,0,0,0,0,0,0,0
509,35179,Miniac-Morvan,243500782,extérieur,54,2.0,30.0,48.0,83.0,94.0,98.0,2.0,3,1,510628.0,289.0,52630.0,0,2497,2308,8399,20571,1056,17799,0
510,35179,Miniac-Morvan,243500782,intérieur,15,0.0,33.0,47.0,60.0,100.0,100.0,0.0,2,0,64664.0,202.0,5092.0,375,127,668,3410,64,0,375,73
511,35181,Le Minihic-sur-Rance,243500725,extérieur,35,11.0,9.0,63.0,80.0,89.0,89.0,11.0,35,2,26090.0,4876.0,0.0,0,0,0,0,0,0,0,0
512,35181,Le Minihic-sur-Rance,243500725,intérieur,70,4.0,4.0,60.0,87.0,91.0,91.0,9.0,85,15,66876.0,10629.0,396.0,0,0,0,0,0,0,0,0
513,35181,Le Minihic-sur-Rance,243500725,extérieur,7,0.0,14.0,14.0,100.0,100.0,100.0,0.0,0,0,58640.0,0.0,2826.0,0,147,0,937,9,1198,535,0
514,35181,Le Minihic-sur-Rance,243500725,intérieur,10,0.0,10.0,30.0,80.0,100.0,100.0,0.0,4,0,23050.0,622.0,1736.0,0,0,173,0,0,796,421,346
515,35186,Mont-Dol,200070670,extérieur,2,0.0,0.0,0.0,100.0,100.0,100.0,0.0,9,0,3684.0,822.0,0.0,0,0,0,0,0,0,0,0
516,35186,Mont-Dol,200070670,intérieur,9,0.0,11.0,22.0,89.0,89.0,100.0,0.0,12,0,11368.0,1341.0,0.0,0,0,0,0,0,0,0,0
517,35186,Mont-Dol,200070670,extérieur,4,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,116854.0,0.0,1698.0,0,0,0,0,0,1698,0,0
518,35186,Mont-Dol,200070670,intérieur,5,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,47647.0,0.0,573.0,0,0,0,0,0,0,17,556
519,35222,Pleine-Fougères,200070670,extérieur,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,77230.0,0.0,948.0,0,0,0,0,0,948,0,0
520,35222,Pleine-Fougères,200070670,intérieur,2,50.0,50.0,50.0,100.0,100.0,100.0,0.0,0,0,14812.0,0.0,4268.0,0,0,3985,0,0,283,0,0
521,35228,Pleurtuit,243500725,extérieur,128,8.0,30.0,45.0,73.0,84.0,95.0,5.0,198,15,65984.0,19054.0,0.0,0,0,0,0,0,0,0,0
522,35228,Pleurtuit,243500725,intérieur,129,9.0,37.0,54.0,81.0,91.0,94.0,6.0,617,9,156839.0,45197.0,116.0,0,0,0,0,0,0,0,0
523,35228,Pleurtuit,243500725,extérieur,36,11.0,39.0,53.0,72.0,78.0,81.0,19.0,0,0,504930.0,0.0,47884.0,4520,403,31109,3652,9,4029,3634,528
524,35228,Pleurtuit,243500725,intérieur,23,4.0,39.0,48.0,70.0,91.0,96.0,4.0,13,0,880638.0,1150.0,8525.0,0,749,5234,735,0,793,1005,9
525,35241,La Richardais,243500725,extérieur,86,0.0,21.0,57.0,93.0,93.0,94.0,6.0,108,10,36872.0,11494.0,0.0,0,0,0,0,0,0,0,0
526,35241,La Richardais,243500725,intérieur,133,5.0,26.0,62.0,83.0,92.0,94.0,6.0,248,23,111455.0,25333.0,358.0,0,0,0,0,0,0,0,0
527,35241,La Richardais,243500725,extérieur,5,0.0,40.0,80.0,80.0,80.0,80.0,20.0,0,0,36325.0,0.0,5407.0,0,44,3104,268,0,37,1954,0
528,35241,La Richardais,243500725,intérieur,15,7.0,13.0,53.0,80.0,87.0,87.0,13.0,2,1,57525.0,688.0,12475.0,0,2714,391,96,0,0,3458,5816
529,35247,Roz-sur-Couesnon,200070670,extérieur,33,3.0,9.0,58.0,82.0,88.0,94.0,6.0,41,1,27895.0,3510.0,0.0,0,0,0,0,0,0,0,0
530,35247,Roz-sur-Couesnon,200070670,intérieur,9,0.0,44.0,78.0,100.0,100.0,100.0,0.0,16,0,12473.0,1271.0,0.0,0,0,0,0,0,0,0,0
531,35247,Roz-sur-Couesnon,200070670,extérieur,4,0.0,50.0,50.0,100.0,100.0,100.0,0.0,1,0,22310.0,80.0,729.0,563,0,0,0,0,1,0,165
532,35247,Roz-sur-Couesnon,200070670,intérieur,4,0.0,50.0,75.0,100.0,100.0,100.0,0.0,1,0,14065.0,90.0,306.0,0,84,0,0,8,0,214,0
533,35248,Sains,200070670,extérieur,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1,0,3900.0,87.0,0.0,0,0,0,0,0,0,0,0
534,35255,Saint-Benoît-des-Ondes,243500782,extérieur,2,0.0,0.0,50.0,100.0,100.0,100.0,0.0,20,0,9387.0,1915.0,0.0,0,0,0,0,0,0,0,0
535,35255,Saint-Benoît-des-Ondes,243500782,intérieur,6,0.0,17.0,33.0,100.0,100.0,100.0,0.0,6,0,3446.0,700.0,0.0,0,0,0,0,0,0,0,0
536,35255,Saint-Benoît-des-Ondes,243500782,extérieur,3,0.0,33.0,67.0,100.0,100.0,100.0,0.0,6,0,16071.0,492.0,274.0,42,40,0,0,0,0,192,0
537,35255,Saint-Benoît-des-Ondes,243500782,intérieur,1,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0,0,1617.0,0.0,52.0,0,0,0,0,0,0,52,0
538,35256,Saint-Briac-sur-Mer,243500725,extérieur,37,0.0,14.0,43.0,68.0,73.0,73.0,27.0,47,5,42460.0,6550.0,211.0,0,0,0,0,0,0,0,0
539,35256,Saint-Briac-sur-Mer,243500725,intérieur,177,9.0,7.0,29.0,60.0,69.0,78.0,22.0,210,23,153490.0,30839.0,55.0,0,0,0,0,0,0,0,0
540,35256,Saint-Briac-sur-Mer,243500725,extérieur,6,0.0,17.0,67.0,67.0,83.0,83.0,17.0,0,0,8519.0,86.0,1216.0,0,104,0,472,17,0,623,0
541,35256,Saint-Briac-sur-Mer,243500725,intérieur,19,5.0,26.0,68.0,79.0,84.0,84.0,16.0,7,0,59820.0,1371.0,1843.0,306,69,482,393,0,216,231,146
542,35259,Saint-Broladre,200070670,extérieur,9,22.0,44.0,67.0,100.0,100.0,100.0,0.0,10,0,25114.0,1571.0,0.0,0,0,0,0,0,0,0,0
543,35259,Saint-Broladre,200070670,intérieur,9,0.0,22.0,44.0,89.0,89.0,89.0,11.0,9,1,10030.0,981.0,0.0,0,0,0,0,0,0,0,0
544,35259,Saint-Broladre,200070670,extérieur,4,0.0,50.0,50.0,75.0,75.0,75.0,25.0,1,0,166143.0,284.0,3487.0,0,0,0,0,0,3487,0,0
545,35259,Saint-Broladre,200070670,intérieur,2,0.0,50.0,50.0,100.0,100.0,100.0,0.0,1,0,699.0,106.0,80.0,0,0,0,0,0,80,0,0
546,35263,Saint-Coulomb,243500782,extérieur,232,3.0,22.0,60.0,84.0,88.0,90.0,10.0,261,25,148007.0,28218.0,118.0,0,0,0,0,0,0,0,0
547,35263,Saint-Coulomb,243500782,intérieur,68,13.0,25.0,63.0,85.0,93.0,94.0,6.0,138,6,53023.0,13101.0,64.0,0,0,0,0,0,0,0,0
548,35263,Saint-Coulomb,243500782,extérieur,15,7.0,33.0,73.0,87.0,100.0,100.0,0.0,3,0,183642.0,434.0,2549.0,0,0,300,701,0,1243,187,118
549,35263,Saint-Coulomb,243500782,intérieur,12,0.0,33.0,67.0,100.0,100.0,100.0,0.0,9,0,44377.0,2587.0,929.0,60,64,0,341,0,455,0,9
550,35270,Saint-Georges-de-Gréhaigne,200070670,extérieur,3,0.0,33.0,67.0,67.0,67.0,67.0,33.0,3,0,4111.0,384.0,0.0,0,0,0,0,0,0,0,0
551,35270,Saint-Georges-de-Gréhaigne,200070670,intérieur,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,1,0,1842.0,119.0,0.0,0,0,0,0,0,0,0,0
552,35270,Saint-Georges-de-Gréhaigne,200070670,extérieur,10,0.0,20.0,60.0,60.0,60.0,80.0,20.0,0,0,197922.0,0.0,8862.0,3254,1247,0,1835,0,2510,0,16
553,35270,Saint-Georges-de-Gréhaigne,200070670,intérieur,3,0.0,67.0,67.0,100.0,100.0,100.0,0.0,0,0,6415.0,0.0,1247.0,0,38,0,0,0,1207,0,2
554,35279,Saint-Guinoux,243500782,extérieur,94,2.0,17.0,84.0,98.0,100.0,100.0,0.0,94,3,38334.0,9593.0,0.0,0,0,0,0,0,0,0,0
555,35279,Saint-Guinoux,243500782,intérieur,14,0.0,36.0,86.0,93.0,93.0,93.0,7.0,20,0,12987.0,2024.0,131.0,0,0,0,0,0,0,0,0
556,35279,Saint-Guinoux,243500782,extérieur,8,0.0,38.0,50.0,88.0,88.0,88.0,12.0,0,0,34704.0,0.0,1523.0,0,0,0,1212,0,195,100,16
557,35279,Saint-Guinoux,243500782,intérieur,5,0.0,20.0,80.0,80.0,100.0,100.0,0.0,1,0,7172.0,413.0,1271.0,0,0,131,755,385,0,0,0
558,35284,Saint-Jouan-des-Guérets,243500782,extérieur,86,2.0,15.0,53.0,95.0,97.0,98.0,2.0,92,6,29654.0,10125.0,0.0,0,0,0,0,0,0,0,0
559,35284,Saint-Jouan-des-Guérets,243500782,intérieur,81,5.0,17.0,54.0,88.0,93.0,98.0,2.0,142,7,71225.0,14214.0,0.0,0,0,0,0,0,0,0,0
560,35284,Saint-Jouan-des-Guérets,243500782,extérieur,35,3.0,17.0,57.0,89.0,94.0,94.0,6.0,1,0,929981.0,115.0,48962.0,0,13818,6883,10388,7988,0,4117,5768
561,35284,Saint-Jouan-des-Guérets,243500782,intérieur,12,0.0,42.0,50.0,75.0,75.0,92.0,8.0,22,1,70214.0,1801.0,4351.0,0,736,2274,513,137,682,0,9
562,35287,Saint-Lunaire,243500725,extérieur,168,5.0,5.0,48.0,84.0,93.0,95.0,5.0,253,25,105769.0,26560.0,0.0,0,0,0,0,0,0,0,0
563,35287,Saint-Lunaire,243500725,intérieur,198,7.0,9.0,39.0,66.0,73.0,76.0,24.0,420,26,184576.0,43524.0,640.0,0,0,0,0,0,0,0,0
564,35287,Saint-Lunaire,243500725,extérieur,7,0.0,14.0,86.0,86.0,100.0,100.0,0.0,0,0,264758.0,0.0,8880.0,0,72,0,259,0,8540,9,0
565,35287,Saint-Lunaire,243500725,intérieur,19,5.0,21.0,58.0,79.0,79.0,89.0,11.0,51,0,168590.0,14364.0,6279.0,449,325,4562,0,0,36,578,329
566,35288,Saint-Malo,243500782,extérieur,327,3.0,42.0,46.0,86.0,92.0,95.0,5.0,1067,59,274450.0,85870.0,0.0,0,0,0,0,0,0,0,0
567,35288,Saint-Malo,243500782,intérieur,603,6.0,40.0,47.0,89.0,95.0,96.0,4.0,5726,65,891189.0,405393.0,39382.0,0,0,0,0,0,0,0,0
568,35288,Saint-Malo,243500782,extérieur,52,4.0,40.0,52.0,83.0,88.0,92.0,8.0,0,0,1302584.0,0.0,73005.0,3011,4468,9264,23309,2195,3322,8165,19271
569,35288,Saint-Malo,243500782,intérieur,153,8.0,30.0,35.0,84.0,86.0,92.0,8.0,58,2,1486526.0,127943.0,149251.0,18224,29615,34040,12166,7595,3065,16119,28427
570,35291,Saint-Marcan,200070670,extérieur,3,0.0,0.0,33.0,100.0,100.0,100.0,0.0,3,0,15607.0,327.0,0.0,0,0,0,0,0,0,0,0
571,35291,Saint-Marcan,200070670,intérieur,3,0.0,0.0,0.0,0.0,33.0,67.0,33.0,3,0,5980.0,310.0,0.0,0,0,0,0,0,0,0,0
572,35291,Saint-Marcan,200070670,extérieur,2,0.0,50.0,50.0,100.0,100.0,100.0,0.0,0,0,0.0,30.0,23.0,0,13,0,0,0,0,0,10
573,35291,Saint-Marcan,200070670,intérieur,1,0.0,0.0,0.0,100.0,100.0,100.0,0.0,1,0,2588.0,391.0,0.0,0,0,0,0,0,0,0,0
574,35299,Saint-Méloir-des-Ondes,243500782,extérieur,247,4.0,20.0,54.0,84.0,90.0,95.0,5.0,287,28,164265.0,30390.0,0.0,0,0,0,0,0,0,0,0
575,35299,Saint-Méloir-des-Ondes,243500782,intérieur,114,4.0,19.0,50.0,93.0,95.0,97.0,3.0,192,12,104090.0,19103.0,94.0,0,0,0,0,0,0,0,0
576,35299,Saint-Méloir-des-Ondes,243500782,extérieur,30,0.0,50.0,70.0,93.0,93.0,93.0,7.0,0,0,1136658.0,0.0,40385.0,0,585,677,1819,435,31185,5676,8
577,35299,Saint-Méloir-des-Ondes,243500782,intérieur,16,6.0,50.0,69.0,94.0,94.0,94.0,6.0,1,0,155479.0,1784.0,7803.0,0,563,94,160,1213,4883,789,101
578,35306,Saint-Père-Marc-en-Poulet,243500782,extérieur,86,1.0,8.0,58.0,87.0,91.0,95.0,5.0,91,8,72211.0,10546.0,0.0,0,0,0,0,0,0,0,0
579,35306,Saint-Père-Marc-en-Poulet,243500782,intérieur,54,4.0,13.0,76.0,91.0,93.0,93.0,7.0,110,3,36704.0,10242.0,159.0,0,0,0,0,0,0,0,0
580,35306,Saint-Père-Marc-en-Poulet,243500782,extérieur,58,0.0,16.0,33.0,93.0,98.0,98.0,2.0,96,2,175687.0,7797.0,5818.0,0,0,0,0,9,5099,140,570
581,35306,Saint-Père-Marc-en-Poulet,243500782,intérieur,13,0.0,69.0,85.0,92.0,100.0,100.0,0.0,0,0,133822.0,2529.0,3434.0,0,0,290,36,0,3025,75,8
582,35314,Saint-Suliac,243500782,extérieur,31,0.0,32.0,61.0,97.0,100.0,100.0,0.0,56,5,58636.0,5008.0,0.0,0,0,0,0,0,0,0,0
583,35314,Saint-Suliac,243500782,intérieur,35,6.0,43.0,54.0,80.0,89.0,94.0,6.0,41,2,20356.0,5516.0,0.0,0,0,0,0,0,0,0,0
584,35314,Saint-Suliac,243500782,extérieur,3,0.0,33.0,33.0,100.0,100.0,100.0,0.0,0,0,7813.0,0.0,37.0,0,0,0,0,14,0,0,23
585,35314,Saint-Suliac,243500782,intérieur,4,0.0,50.0,50.0,75.0,75.0,75.0,25.0,2,0,4013.0,186.0,115.0,0,0,0,25,0,0,80,10
586,35358,La Ville-ès-Nonais,243500782,extérieur,62,6.0,16.0,42.0,89.0,92.0,97.0,3.0,65,2,49924.0,6766.0,0.0,0,0,0,0,0,0,0,0
587,35358,La Ville-ès-Nonais,243500782,intérieur,18,6.0,22.0,50.0,72.0,78.0,83.0,17.0,20,2,11376.0,2076.0,0.0,0,0,0,0,0,0,0,0
588,35358,La Ville-ès-Nonais,243500782,extérieur,7,0.0,43.0,43.0,57.0,86.0,86.0,14.0,4,1,96593.0,582.0,2983.0,0,0,0,1007,0,1814,0,0
589,35358,La Ville-ès-Nonais,243500782,intérieur,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,3523.0,0.0,530.0,0,0,0,0,0,0,530,0
590,35361,Le Vivier-sur-Mer,200070670,extérieur,3,0.0,0.0,33.0,100.0,100.0,100.0,0.0,6,0,2011.0,554.0,0.0,0,0,0,0,0,0,0,0
591,35361,Le Vivier-sur-Mer,200070670,intérieur,25,0.0,12.0,40.0,88.0,92.0,96.0,4.0,25,1,20805.0,3826.0,101.0,0,0,0,0,0,0,0,0
592,35361,Le Vivier-sur-Mer,200070670,extérieur,1,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0,0,5896.0,0.0,227.0,0,0,0,0,0,0,227,0
593,35361,Le Vivier-sur-Mer,200070670,intérieur,6,17.0,33.0,33.0,67.0,67.0,83.0,17.0,3,0,32438.0,651.0,946.0,0,0,0,101,0,0,0,845
594,44006,Assérac,244400610,extérieur,87,5.0,2.0,36.0,74.0,79.0,87.0,13.0,97,10,207839.0,9908.0,1494.0,0,0,0,0,0,0,0,0
595,44006,Assérac,244400610,intérieur,72,1.0,4.0,51.0,82.0,86.0,90.0,10.0,76,13,107734.0,8516.0,0.0,0,0,0,0,0,0,0,0
596,44006,Assérac,244400610,extérieur,11,0.0,45.0,45.0,100.0,0.0,100.0,0.0,0,0,408655.0,46.0,7017.0,0,312,232,0,0,6068,0,405
